hole_ID,depth_from,depth_to,Cu_pct,Mo_pct,Ag_ppm,Au_ppm
RMK-12-077,587.05,590.09,0.126,0.00066,0.32,
RMK-12-077,590.09,593.14,0.0331,0.000635,0.1,
RMK-12-077,593.14,596.19,0.0649,0.00299,0.19,
RMK-12-077,596.19,599.24,0.0337,0.00065,0.13,
RMK-12-077,599.24,602.29,0.0675,0.000965,0.24,
RMK-12-077,602.29,605.33,0.0652,0.001135,0.15,
RMK-12-077,605.33,608.38,0.135,0.000555,0.37,
RMK-12-077,608.38,611.43,0.0236,0.000655,0.09,
RMK-12-077,611.43,614.48,0.0955,0.000685,0.28,
RMK-12-077,614.48,617.53,0.0311,0.00105,0.09,
RMK-12-077,617.53,620.57,0.035,0.00895,0.61,
RMK-12-077,620.57,623.62,0.0366,0.01085,0.13,
RMK-12-077,623.62,626.67,0.0691,0.001355,0.2,
RMK-12-077,626.67,629.72,0.0251,0.001135,0.11,
RMK-12-077,629.72,632.77,0.0645,0.0009,0.19,
RMK-12-077,632.77,635.81,0.0622,0.00755,0.28,
RMK-12-077,635.81,638.86,0.0448,0.001125,0.19,
RMK-12-077,638.86,641.91,0.0559,0.001105,0.11,
RMK-12-077,641.91,644.96,0.0534,0.001185,0.23,
RMK-12-077,644.96,646.48,0.871,0.00116,1.92,
RMK-12-077,646.48,648.01,0.115,0.00132,0.4,
RMK-12-077,648.01,651.05,0.0328,0.00183,0.15,
RMK-12-077,651.05,654.1,0.0983,0.0007,0.23,
RMK-12-077,654.1,657.15,0.064,0.00105,0.24,
RMK-12-077,657.15,660.2,0.0512,0.000615,0.11,
RMK-12-077,660.2,663.25,0.0966,0.00101,0.22,
RMK-12-077,663.25,666.29,0.23,0.01425,0.24,
RMK-12-077,666.29,669.34,0.172,0.00121,0.15,
RMK-12-077,669.34,672.39,0.0866,0.00101,0.19,
RMK-12-077,672.39,675.44,0.0704,0.000955,0.17,
RMK-12-077,675.44,678.49,0.1355,0.00194,0.15,
RMK-12-077,678.49,681.53,0.182,0.000825,0.21,
RMK-12-077,681.53,684.58,0.089,0.00278,0.09,
RMK-12-077,684.58,687.63,0.1365,0.01085,0.14,
RMK-12-077,687.63,690.68,0.1125,0.00231,0.17,
RMK-12-077,690.68,692.81,0.11,0.000865,0.17,
RMK-12-077,692.81,693.73,0.613,0.01385,0.89,
RMK-12-077,693.73,696.77,0.31,0.00418,0.52,
RMK-12-077,696.77,699.82,0.0911,0.000745,0.22,
RMK-12-077,699.82,702.87,0.1955,0.001055,0.24,
RMK-12-077,702.87,705.92,0.1175,0.00085,0.14,
RMK-12-077,705.92,708.97,0.0906,0.00075,0.17,
RMK-12-077,708.97,712.01,0.0922,0.00186,0.14,
RMK-12-077,712.01,712.62,0.744,0.000325,0.5,
RMK-12-077,712.62,715.06,0.1425,0.00131,0.25,
RMK-12-077,715.06,718.11,0.0896,0.000915,0.17,
RMK-12-077,718.11,721.16,0.1235,0.00053,0.32,
RMK-12-077,721.16,722.99,0.103,0.000745,0.2,
RMK-12-077,722.99,724.21,0.2,0.00428,0.86,
RMK-12-077,724.21,727.25,0.0617,0.00662,0.13,
RMK-12-077,727.25,730.3,0.0495,0.000845,0.12,
RMK-12-077,730.3,733.35,0.0727,0.00475,0.21,
RMK-12-077,733.35,736.4,0.0777,0.001055,0.2,
RMK-12-077,736.4,739.45,0.1185,0.00216,0.31,
RMK-12-077,739.45,742.5,0.123,0.0259,0.43,
RMK-12-077,742.5,745.54,0.128,0.00164,0.38,
RMK-12-077,745.54,748.59,0.146,0.00136,0.73,
RMK-12-077,748.59,751.64,0.417,0.0183,2.21,
RMK-12-077,751.64,754.69,0.259,0.00371,1.11,
RMK-12-077,754.69,757.74,0.1375,0.00182,0.54,
RMK-12-077,757.74,760.78,0.123,0.00104,0.59,
RMK-12-077,760.78,763.83,0.0516,0.00168,0.17,
RMK-12-077,763.83,766.88,0.166,0.001065,0.7,
RMK-12-077,766.88,769.93,0.435,0.0343,1.93,
RMK-12-077,769.93,772.98,0.315,0.00661,1.19,
RMK-12-077,772.98,776.02,0.665,0.00595,3.06,
RMK-12-077,776.02,779.07,0.503,0.01605,2.54,
RMK-12-077,779.07,782.12,0.1805,0.00283,1.08,
RMK-12-077,782.12,783.03,0.699,0.001065,3.24,
RMK-12-077,783.03,785.17,0.228,0.00516,1.02,
RMK-12-077,785.17,788.22,0.1575,0.00088,0.55,
RMK-12-077,788.22,790.65,0.157,0.00233,0.47,
RMK-12-077,790.65,791.26,1.09,0.0384,4.61,
RMK-12-077,791.26,794.31,0.265,0.00641,1.24,
RMK-12-077,794.31,795.84,0.222,0.00256,0.93,
RMK-12-077,795.84,797.36,0.1005,0.00053,0.34,
RMK-12-077,797.36,800.41,0.052,0.00789,0.21,
RMK-12-077,800.41,803.46,0.41,0.0103,2.47,
RMK-12-077,803.46,806.5,0.329,0.00352,1.76,
RMK-12-077,806.5,809.55,0.107,0.00415,0.47,
RMK-12-077,809.55,812.6,0.1655,0.000895,0.86,
RMK-12-077,812.6,815.65,0.0776,0.000845,0.3,
RMK-12-077,815.65,818.7,0.0907,0.00038,0.42,
RMK-12-077,818.7,821.74,0.1555,0.000785,1.04,
RMK-12-077,821.74,823.27,0.1255,0.000203,0.52,
RMK-12-077,823.27,824.79,0.758,0.00841,4.8,
RMK-12-077,824.79,827.84,0.1645,0.0017,0.61,
RMK-12-077,827.84,830.89,0.245,0.0078,1.26,
RMK-12-077,830.89,833.94,0.217,0.000825,1.33,
RMK-12-077,833.94,836.98,0.136,0.0019,0.57,
RMK-12-077,836.98,840.03,0.215,0.01045,0.78,
RMK-12-077,840.03,840.95,0.711,0.00866,4.12,
RMK-12-077,840.95,842.16,0.1995,0.00414,0.55,
RMK-12-077,842.16,843.08,0.612,0.000845,2.33,
RMK-12-077,843.08,844.6,0.692,0.0446,3.75,
RMK-12-077,844.6,846.13,0.235,0.001025,0.29,
RMK-12-077,846.13,849.18,0.176,0.00084,0.62,
RMK-12-077,849.18,852.22,0.297,0.00431,1.22,
RMK-12-077,852.22,855.27,0.309,0.0119,1.32,
RMK-12-077,855.27,858.32,0.259,0.00325,1,
RMK-12-077,858.32,861.37,0.109,0.0014,0.4,
RMK-12-077,861.37,864.42,0.081,0.00176,0.27,
RMK-12-077,864.42,867.46,0.1435,0.00193,0.33,
RMK-12-077,867.46,870.51,0.0926,0.00127,0.53,
RMK-12-077,870.51,873.56,0.291,0.000755,2.05,
RMK-12-077,873.56,876.61,0.283,0.00702,1.77,
RMK-12-077,876.61,879.66,0.173,0.00152,1.03,
RMK-12-077,879.66,882.7,0.1225,0.00355,0.42,
RMK-12-077,882.7,885.75,0.107,0.00833,0.24,
RMK-12-077,885.75,888.8,0.0989,0.00046,0.39,
RMK-12-077,888.8,891.85,0.241,0.00038,1.01,
RMK-12-077,891.85,894.9,0.171,0.00867,0.9,
RMK-12-077,894.9,897.94,0.0567,0.00262,0.19,
RMK-12-077,897.94,900.99,0.1575,0.001085,0.86,
RMK-12-077,900.99,902.52,0.0377,0.000725,0.08,
RMK-12-077,902.52,904.04,0.415,0.0208,2.46,
RMK-12-077,904.04,907.09,0.1295,0.0013,0.6,
RMK-12-077,907.09,910.14,0.229,0.00813,1.05,
RMK-12-077,910.14,913.18,0.1665,0.00134,0.79,
RMK-12-077,913.18,916.23,0.512,0.00159,3.08,
RMK-12-077,916.23,919.28,0.1605,0.00146,0.68,
RMK-12-077,919.28,922.33,0.261,0.00196,1.8,
RMK-12-077,922.33,925.38,0.381,0.00926,2.53,
RMK-12-077,925.38,926.29,1.875,0.0149,3.05,
RMK-12-077,926.29,928.42,0.1845,0.00718,1.3,
RMK-12-077,928.42,931.47,0.215,0.00411,2.25,
RMK-12-077,931.47,934.52,0.1685,0.001015,0.29,
RMK-12-077,934.52,935.43,0.403,0.00063,2.61,
RMK-12-077,935.43,937.57,0.0471,0.00058,0.16,
RMK-12-077,937.57,940.62,0.239,0.000935,1.29,
RMK-12-077,940.62,943.66,0.1925,0.00206,1.15,
RMK-12-077,943.66,946.71,0.0746,0.00126,0.21,
RMK-12-077,946.71,949.76,0.0668,0.0007,0.16,
RMK-12-077,949.76,952.81,0.212,0.00152,0.73,
RMK-12-077,952.81,955.86,0.1095,0.000965,0.66,
RMK-12-077,955.86,958.9,0.213,0.001015,0.32,
RMK-12-077,958.9,961.95,0.246,0.00174,1.04,
RMK-12-077,961.95,965,0.0877,0.00132,0.26,
RMK-12-077,965,968.05,0.193,0.00066,0.86,
RMK-12-077,968.05,971.1,0.207,0.00309,1.7,
RMK-12-077,971.1,974.14,0.134,0.001285,0.68,
RMK-12-077,974.14,977.19,0.124,0.00298,0.42,
RMK-12-077,977.19,980.24,0.0858,0.00115,0.27,
RMK-12-077,980.24,983.29,0.1235,0.00198,0.34,
RMK-12-077,983.29,986.34,0.152,0.00204,0.62,
RMK-12-077,986.34,989.38,0.1345,0.00305,0.38,
RMK-12-077,989.38,992.43,0.264,0.01355,1.11,
RMK-12-077,992.43,995.48,0.101,0.00854,0.44,
RMK-12-077,995.48,998.53,0.1155,0.00389,0.52,
RMK-12-077,998.53,1001.58,0.1005,0.00181,0.34,
RMK-12-077,1001.58,1004.62,0.0687,0.00313,0.37,
RMK-12-077,1004.62,1007.67,0.1005,0.00106,0.49,
RMK-12-077,1007.67,1010.72,0.1535,0.00351,0.58,
RMK-12-077,1010.72,1013.77,0.186,0.00236,0.49,
RMK-12-077,1013.77,1016.82,0.276,0.00543,1.01,
RMK-12-077,1016.82,1019.86,0.192,0.00128,0.88,
RMK-12-077,1019.86,1022.91,0.121,0.00147,0.53,
RMK-12-077,1022.91,1025.96,0.104,0.001055,0.37,
RMK-12-077,1025.96,1029.01,0.1505,0.00255,0.53,
RMK-12-077,1029.01,1032.06,0.1205,0.00114,0.53,
RMK-12-077,1032.06,1035.1,0.216,0.00114,0.93,
RMK-12-077,1035.1,1038.15,0.1335,0.00145,0.63,
RMK-12-077,1038.15,1041.2,0.155,0.001175,0.55,
RMK-12-077,1041.2,1044.25,0.426,0.00806,1.91,
RMK-12-077,1044.25,1047.3,0.235,0.00244,0.85,
RMK-12-077,1047.3,1050.34,0.232,0.0016,0.95,
RMK-12-077,1050.34,1053.39,0.136,0.000795,0.83,
RMK-12-077,1053.39,1056.44,0.1565,0.000725,0.63,
RMK-12-077,1056.44,1059.49,0.104,0.000655,0.39,
RMK-12-077,1059.49,1062.54,0.207,0.000805,0.93,
RMK-12-077,1062.54,1065.58,0.179,0.001155,0.79,
RMK-12-077,1065.58,1068.63,0.521,0.00174,4.1,
RMK-12-077,1068.63,1071.68,0.323,0.00382,2.27,
RMK-12-077,1071.68,1074.73,0.1805,0.000895,0.88,
RMK-12-077,1074.73,1077.78,0.263,0.00183,1.19,
RMK-12-077,1077.78,1080.82,0.154,0.000695,0.68,
RMK-12-077,1080.82,1083.87,0.244,0.00209,1.1,
RMK-12-077,1083.87,1086.92,0.22,0.00781,0.85,
RMK-12-077,1086.92,1089.97,0.118,0.00123,0.81,
RMK-12-077,1089.97,1093.02,0.394,0.0078,1.57,
RMK-12-077,1093.02,1096.06,0.099,0.00088,0.45,
RMK-12-077,1096.06,1099.11,0.0854,0.00102,0.38,
RMK-12-077,1099.11,1102.16,0.105,0.00925,0.68,
RMK-12-077,1102.16,1105.21,0.142,0.00487,1.22,
RMK-12-077,1105.21,1107.34,0.1495,0.00144,0.87,
RMK-12-077,1107.34,1108.26,2.58,0.01075,19.15,
RMK-12-077,1108.26,1111.3,0.264,0.00253,2.21,
RMK-12-077,1111.3,1114.35,0.154,0.00126,1.13,
RMK-12-077,1114.35,1117.4,0.108,0.00332,0.27,
RMK-12-077,1117.4,1120.45,0.202,0.00253,1.15,
RMK-12-077,1120.45,1123.5,0.24,0.00529,1.3,
RMK-12-077,1123.5,1126.54,0.237,0.00673,1.19,
RMK-12-077,1126.54,1129.59,0.16,0.00433,0.84,
RMK-12-077,1129.59,1132.64,0.1675,0.0025,0.91,
RMK-12-077,1132.64,1134.47,0.174,0.00413,1.05,
RMK-12-077,1134.47,1135.69,0.465,0.00309,3.44,
RMK-12-077,1135.69,1138.74,0.209,0.00401,1.1,
RMK-12-077,1138.74,1141.78,0.302,0.024,1.52,
RMK-12-077,1141.78,1144.83,0.211,0.00226,0.95,
RMK-12-077,1144.83,1147.88,0.285,0.00736,1.24,
RMK-12-077,1147.88,1150.93,0.292,0.0046,1.25,
RMK-12-077,1150.93,1153.98,0.704,0.041,3.28,
RMK-12-077,1153.98,1157.02,0.326,0.00389,1.51,
RMK-12-077,1157.02,1160.07,0.216,0.00137,0.98,
RMK-12-077,1160.07,1163.12,0.161,0.00163,0.77,
RMK-12-077,1163.12,1166.17,0.146,0.000995,0.62,
RMK-12-077,1166.17,1169.22,0.23,0.00205,0.81,
RMK-12-077,1169.22,1172.26,0.162,0.00161,0.65,
RMK-12-077,1172.26,1175.31,0.399,0.0069,1.81,
RMK-12-077,1175.31,1178.36,0.1445,0.00557,0.63,
RMK-12-077,1178.36,1181.41,0.254,0.00265,0.92,
RMK-12-077,1181.41,1184.46,0.255,0.00194,1.21,
RMK-12-077,1184.46,1187.5,0.0961,0.00135,0.38,
RMK-12-077,1187.5,1190.55,0.144,0.00123,0.61,
RMK-12-077,1190.55,1193.6,0.113,0.00395,0.42,
RMK-12-077,1193.6,1196.65,0.228,0.00281,1.14,
RMK-12-077,1196.65,1199.7,0.217,0.00299,0.87,
RMK-12-077,1199.7,1202.74,0.1775,0.01805,0.77,
RMK-12-077,1202.74,1205.79,0.108,0.00373,0.47,
RMK-12-077,1205.79,1208.84,0.26,0.00272,1.19,
RMK-12-077,1208.84,1211.89,0.117,0.00523,0.55,
RMK-12-077,1211.89,1214.94,0.0995,0.00173,0.41,
RMK-12-077,1214.94,1217.98,0.081,0.00151,0.39,
RMK-12-077,1217.98,1221.03,0.0723,0.00058,0.29,
RMK-12-077,1221.03,1224.08,0.0337,0.00149,0.14,
RMK-12-077,1224.08,1227.13,0.0322,0.00164,0.12,
RMK-12-077,1227.13,1230.18,0.0466,0.00119,0.1,
RMK-12-077,1230.18,1233.22,0.0286,0.000395,0.13,
RMK-12-077,1233.22,1236.27,0.0447,0.000825,0.19,
RMK-12-077,1236.27,1239.32,0.1015,0.00541,0.42,
RMK-12-077,1239.32,1242.37,0.0959,0.00185,0.4,
RMK-12-077,1242.37,1245.42,0.0651,0.00297,0.25,
RMK-12-077,1245.42,1248.46,0.064,0.00115,0.28,
RMK-12-077,1248.46,1251.51,0.0497,0.000925,0.19,
RMK-12-077,1251.51,1254.56,0.0566,0.000715,0.26,
RMK-12-077,1254.56,1257.61,0.0616,0.00103,0.33,
RMK-12-077,1257.61,1260.66,0.0534,0.000815,0.27,
RMK-12-077,1260.66,1263.7,0.1125,0.000885,0.79,
RMK-12-077,1263.7,1266.75,0.134,0.00138,0.82,
RMK-12-077,1266.75,1269.8,0.2,0.00277,1.1,
RMK-12-077,1269.8,1272.85,0.0565,0.00188,0.27,
RMK-12-077,1272.85,1275.9,0.0792,0.00194,0.58,
RMK-12-077,1275.9,1278.94,0.0826,0.0021,0.38,
RMK-12-077,1278.94,1281.99,0.0983,0.0026,0.55,
RMK-12-077,1281.99,1285.04,0.0955,0.00118,0.53,
RMK-12-077,1285.04,1288.09,0.129,0.01705,0.72,
RMK-12-077,1288.09,1291.14,0.07,0.0014,0.32,
RMK-12-077,1291.14,1294.18,0.092,0.00165,0.6,
RMK-12-077,1294.18,1297.23,0.0404,0.00163,0.26,
RMK-12-077,1297.23,1299.37,0.0639,0.00095,0.25,
RMM-06-001,10.67,13.72,0.01715,0.000411,0.11,
RMM-06-001,13.72,16.76,0.0191,0.000394,5.33,
RMM-06-001,16.76,18.9,0.0172,0.000682,0.24,
RMM-06-001,18.9,19.14,2.87,0.001,,0.02
RMM-06-001,19.14,21.34,0.0413,0.000688,0.18,
RMM-06-001,21.34,24.38,0.0416,0.000651,0.18,
RMM-06-001,24.38,27.43,0.0277,0.000597,0.12,
RMM-06-001,27.43,30.48,0.0268,0.00066,0.12,
RMM-06-001,30.48,33.53,0.042,0.000445,0.24,
RMM-06-001,33.53,36.58,0.0158,0.000472,0.12,
RMM-06-001,36.58,39.62,0.0344,0.000551,0.24,
RMM-06-001,39.62,42.06,0.0377,0.000227,0.15,
RMM-06-001,42.06,43.59,0.03,-0.001,,-0.01
RMM-06-001,43.59,44.04,0.0895,0.000275,0.32,
RMM-06-001,44.04,46.48,0.24,0.001,,0.01
RMM-06-001,46.48,46.63,4.51,0.000354,7.15,
RMM-06-001,46.63,48.16,0.837,0.001,2.2,0.01
RMM-06-001,48.16,49.83,0.155,0.001,1,-0.01
RMM-06-001,49.83,51.51,1,0.001,11.9,0.07
RMM-06-001,51.51,54.25,0.268,0.001,1.4,-0.01
RMM-06-001,54.25,55.63,0.87,0.001,1.8,0.01
RMM-06-001,55.63,56.39,1,0.001,14,0.35
RMM-06-001,56.39,57.61,1,0.001,2.6,0.04
RMM-06-001,57.61,58.37,1,0.001,9.2,0.15
RMM-06-001,58.37,60.35,0.243,0.001,-0.5,0.02
RMM-06-001,60.35,61.57,1,0.002,15.7,0.03
RMM-06-001,61.57,63.4,0.278,0.002,1.4,0.01
RMM-06-001,63.4,64.92,0.337,0.001,1.3,0.01
RMM-06-001,64.92,65.53,1,0.006,11.4,0.22
RMM-06-001,65.53,67.97,0.391,0.001,1.6,0.01
RMM-06-001,67.97,69.49,0.26,0.001,,0.01
RMM-06-001,69.49,70.71,0.25,0.003,,0.01
RMM-06-001,70.71,73.15,0.35,0.001,,-0.01
RMM-06-001,73.15,74.37,1.13,0.001,,0.01
RMM-06-001,74.37,76.05,0.2,0.001,,0.01
RMM-06-001,76.05,77.88,0.52,0.001,,0.01
RMM-06-001,77.88,79.55,0.09,0.001,,-0.01
RMM-06-001,79.55,82.3,0.102,0.000546,0.33,
RMM-06-001,82.3,85.34,0.22,0.000377,0.89,
RMM-06-001,85.34,88.39,0.161,0.00047,0.61,
RMM-06-001,88.39,91.44,0.186,0.000427,0.83,
RMM-06-001,91.44,94.49,0.0318,0.000674,0.14,
RMM-06-001,94.49,96.32,0.034,0.000362,0.15,
RMM-06-001,96.32,98.45,0.01355,0.000337,0.06,
RMM-06-002,0,4.27,0.0409,0.000287,0.16,
RMM-06-002,4.27,7.32,0.034,0.00038,0.15,
RMM-06-002,7.32,10.36,0.0416,0.001065,0.15,
RMM-06-002,10.36,13.41,0.0188,0.000625,0.09,
RMM-06-002,13.41,16.46,0.0236,0.000395,0.09,
RMM-06-002,16.46,19.51,0.0367,0.000548,0.17,
RMM-06-002,19.51,22.56,0.0307,0.000564,0.13,
RMM-06-002,22.56,25.6,0.0479,0.000891,0.2,
RMM-06-002,25.6,28.65,0.0454,0.000499,0.28,
RMM-06-002,28.65,31.7,0.0319,0.000267,0.12,
RMM-06-002,31.7,34.75,0.044,0.000371,0.16,
RMM-06-002,34.75,37.8,0.107,0.000538,0.32,
RMM-06-002,37.8,41.15,0.0763,0.00079,0.26,
RMM-06-002,41.15,42.67,0.14,0.001,,-0.01
RMM-06-002,42.67,44.5,0.23,0.001,,0.01
RMM-06-002,44.5,46.33,0.37,0.001,,0.01
RMM-06-002,46.33,47.85,0.17,0.001,,-0.01
RMM-06-002,47.85,49.38,0.26,0.001,,-0.01
RMM-06-002,49.38,50.9,0.19,0.001,,-0.01
RMM-06-002,50.9,52.88,0.236,0.001,1.8,-0.01
RMM-06-002,52.88,54.19,1,0.001,3.6,0.01
RMM-06-002,54.19,56.08,0.142,0.001,1,0.02
RMM-06-002,56.08,57.61,1,0.001,4.7,0.02
RMM-06-002,57.61,59.13,0.201,0.001,1,-0.01
RMM-06-002,59.13,60.96,1,0.001,25,0.14
RMM-06-002,60.96,62.48,0.213,0.001,1.7,-0.01
RMM-06-002,62.48,64.31,0.0591,0.001,-0.5,-0.01
RMM-06-002,64.31,64.62,1,0.001,16,0.23
RMM-06-002,64.62,65.84,0.061,0.001,-0.5,-0.01
RMM-06-002,65.84,66.14,1,0.001,15.1,0.01
RMM-06-002,66.14,68.43,0.145,0.001,0.7,-0.01
RMM-06-002,68.43,69.8,0.127,0.001,1.7,-0.01
RMM-06-002,69.8,70.87,0.0456,0.001,-0.5,-0.01
RMM-06-002,70.87,71.32,1,0.001,18,0.15
RMM-06-002,71.32,72.24,0.761,0.001,4,0.01
RMM-06-002,72.24,73.76,1,0.001,24.2,0.18
RMM-06-002,73.76,75.9,0.192,0.001,1.4,-0.01
RMM-06-002,75.9,78.55,0.16,0.001,,-0.01
RMM-06-002,78.55,80.47,0.18,0.001,,0.01
RMM-06-002,80.47,82.3,0.18,0.001,,0.01
RMM-06-002,82.3,84.73,0.56,0.002,,0.01
RMM-06-002,84.73,85.95,0.03,0.001,,-0.01
RMM-06-002,85.95,88.39,1,0.001,4.4,0.01
RMM-06-002,88.39,90.22,0.192,0.001,1.5,-0.01
RMM-06-002,90.22,91.14,1,0.001,13,0.01
RMM-06-002,91.14,92.05,0.294,0.001,3.7,-0.01
RMM-06-002,92.05,93.88,1,0.002,23.4,0.02
RMM-06-002,93.88,95.1,0.3,0.001,,0.01
RMM-06-002,95.1,96.93,0.21,0.001,,-0.01
RMM-06-002,96.93,98.76,0.17,0.001,,-0.01
RMM-06-002,98.76,101.04,0.401,0.001,5.2,0.01
RMM-06-002,101.04,103.63,0.745,0.001,2.8,0.01
RMM-06-002,103.63,104.39,1,0.001,29.9,0.65
RMM-06-002,104.39,105.25,0.204,-0.001,2.6,2.32
RMM-06-002,105.25,106.53,1,0.001,14.5,0.39
RMM-06-002,106.53,107.9,0.579,-0.001,2.9,0.01
RMM-06-002,107.9,109.73,0.0321,0.000285,0.19,
RMM-06-002,109.73,111.25,0.0428,0.000242,1.36,
RMM-06-002,111.25,113.08,0.0246,0.000719,0.11,
RMM-06-002,113.08,116.13,0.0836,0.000581,0.52,
RMM-06-002,116.13,117.04,0.246,0.000458,0.54,
RMM-06-002,117.04,120.09,0.085,0.000592,0.22,
RMM-06-002,120.09,123.14,0.174,0.000388,0.38,
RMM-06-003,6.1,9.14,0.041,0.000669,0.16,
RMM-06-003,9.14,12.19,0.0258,0.000649,0.12,
RMM-06-003,12.19,15.24,0.0457,0.000728,0.2,
RMM-06-003,15.24,18.29,0.0253,0.000438,0.25,
RMM-06-003,18.29,21.34,0.01265,0.000142,0.05,
RMM-06-003,21.34,24.38,0.0412,0.000428,0.19,
RMM-06-003,24.38,27.43,0.0323,0.000415,0.16,
RMM-06-003,27.43,30.48,0.0137,0.000332,0.07,
RMM-06-003,30.48,33.53,0.0216,0.000197,0.09,
RMM-06-003,33.53,36.58,0.00903,0.000229,0.05,
RMM-06-003,36.58,39.62,0.00658,0.000206,0.06,
RMM-06-003,39.62,42.67,0.0688,0.001835,0.39,
RMM-06-003,42.67,45.72,0.0361,0.000281,0.09,
RMM-06-003,45.72,48.77,0.01215,0.00027,0.04,
RMM-06-003,48.77,51.51,0.0603,0.00028,0.47,
RMM-06-003,51.76,52.3,0.0239,0.000532,0.08,
RMM-06-003,52.3,53.04,0.08,0.001,,
RMM-06-003,53.04,54.56,0.1,0.001,,
RMM-06-003,54.56,55.78,0.61,0.001,1.8,0.01
RMM-06-003,55.78,57.3,0.538,0.002,4.5,0.01
RMM-06-003,57.3,58.83,1,0.001,1.2,0.01
RMM-06-003,58.83,59.74,0.0973,0.001,0.6,-0.01
RMM-06-003,59.74,60.81,1,0.001,23.5,0.01
RMM-06-003,60.81,61.72,0.154,0.001,-0.5,-0.01
RMM-06-003,61.72,62.18,1,0.001,5.9,0.01
RMM-06-003,62.18,62.94,0.114,0.001,-0.5,-0.01
RMM-06-003,62.94,63.86,1,0.001,2.8,0.01
RMM-06-003,63.86,66.14,0.398,0.001,3.3,-0.01
RMM-06-003,66.14,67.21,1,0.001,5.1,0.26
RMM-06-003,67.21,68.58,0.19,-0.001,,
RMM-06-003,68.58,69.49,0.09,-0.001,,
RMM-06-003,69.49,70.87,0.1,-0.001,,
RMM-06-003,70.87,72.54,0.53,-0.001,,
RMM-06-003,72.54,74.37,0.01315,0.00033,0.1,
RMM-06-003,74.37,74.98,0.07,-0.001,,
RMM-06-003,74.98,76.96,0.08,-0.001,,
RMM-06-003,76.96,79.1,1,-0.001,36.1,0.32
RMM-06-003,79.1,80.77,1,-0.001,23,0.09
RMM-06-003,80.77,82.3,1,-0.001,29.3,0.08
RMM-06-003,82.3,85.19,0.122,-0.001,1.6,-0.01
RMM-06-003,85.19,86.11,1,-0.001,35.2,0.3
RMM-06-003,86.11,87.78,0.706,-0.001,2.9,0.01
RMM-06-003,87.78,89.31,0.0929,0.001,1.1,-0.01
RMM-06-003,89.31,90.98,0.109,-0.001,1.2,-0.01
RMM-06-003,90.98,93.21,0.105,-0.001,2.2,-0.01
RMM-06-003,93.21,94.34,1,0.001,6.1,0.03
RMM-06-003,94.34,96.16,0.0331,0.001,-0.5,-0.01
RMM-06-003,96.16,96.62,1,0.001,31.7,0.02
RMM-06-003,96.62,98.15,1,0.001,7.1,0.36
RMM-06-003,98.15,100.43,1,0.001,4.8,0.48
RMM-06-003,100.43,103.02,0.12,0.001,,
RMM-06-003,103.02,104.24,0.02,-0.001,,
RMM-06-003,104.24,105.16,0.15,0.001,,
RMM-06-003,105.16,106.53,0.11,-0.001,,
RMM-06-003,106.53,109.12,0.26,0.001,,
RMM-06-003,109.12,111.71,0.09,0.001,,
RMM-06-003,111.71,114.15,0.28,0.001,,
RMM-06-003,114.15,115.82,0.04,0.001,,
RMM-06-003,115.82,117.5,0.24,-0.001,,
RMM-06-003,117.5,118.72,1,0.001,17.6,0.03
RMM-06-003,118.72,120.4,0.262,-0.001,6.2,0.01
RMM-06-003,120.4,122.23,0.101,-0.001,1.4,-0.01
RMM-06-003,122.23,124.36,0.534,-0.001,1.3,-0.01
RMM-06-003,124.36,124.97,1,-0.001,16.8,0.31
RMM-06-003,124.97,125.88,0.305,-0.001,2,0.01
RMM-06-003,125.88,127.41,1,0.001,44.8,0.04
RMM-06-003,127.41,128.72,0.103,0.001,0.6,-0.01
RMM-06-003,128.72,131.67,0.0277,0.001,-0.5,-0.01
RMM-06-003,131.67,132.74,1,0.001,37.4,0.2
RMM-06-003,132.74,134.11,0.242,0.002,3.9,0.02
RMM-06-003,134.11,135.64,0.558,0.001,1.8,-0.01
RMM-06-003,135.64,137.47,1,0.001,11.6,0.01
RMM-06-003,137.47,139.39,0.25,0.001,,
RMM-06-003,139.39,141.31,0.27,0.001,,
RMM-06-003,141.31,143.41,0.19,0.002,,
RMM-06-003,143.41,145.39,0.3,0.001,,
RMM-06-003,145.39,146.76,0.16,0.001,,
RMM-06-003,146.76,149.05,0.24,0.001,,
RMM-06-003,149.05,152.1,0.2,0.001,,
RMM-06-003,152.1,154.99,0.16,0.002,,
RMM-06-003,154.99,156.97,1,0.001,3.7,-0.01
RMM-06-003,156.97,158.8,0.668,0.001,2.5,-0.01
RMM-06-003,158.8,160.63,0.0613,0.001,-0.5,-0.01
RMM-06-003,160.63,163.07,0.892,0.001,1.4,-0.01
RMM-06-003,163.07,164.59,0.478,0.001,2.1,-0.01
RMM-06-003,164.59,166.57,0.3,0.001,1.9,-0.01
RMM-06-003,166.57,167.49,0.188,0.001,1.2,-0.01
RMM-06-003,167.49,169.47,0.457,0.001,0.9,-0.01
RMM-06-003,169.47,170.08,1,0.007,4.4,0.03
RMM-06-003,170.08,171.6,0.22,0.001,,
RMM-06-003,171.6,173.22,0.38,0.002,,
RMM-06-003,173.22,174.65,0.25,0.001,,
RMM-06-003,174.65,176.17,0.28,0.003,,
RMM-06-003,176.17,177.7,0.18,0.001,,
RMM-06-003,177.7,178.61,0.72,0.002,,
RMM-06-003,178.61,179.98,0.13,0.001,,
