hole_ID,depth_from,depth_to,Ag_ppm,Al_ppm,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_ppm,Ga_ppm,Ge_ppm,Hf_ppm,Hg_ppm,In_ppm,La_ppm,Li_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppm,Pt_ppm,Rb_ppm,Re_ppm,S_ppm,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm
VLLD032,120.19,121.14,,,10,0.003,,,,,,,95,1220,,17,,,,,,,,,,,,,1850,,,0.005,0.005,,,,,,,,,,,,,,,,,,44,
VLLD032,121.14,122.16,,,16,0,,,,,,,91,1240,,8,,,,,,,,,,,,,1960,,,0.003,0.007,,,,,,,,,,,,,,,,,,35,
VLLD032,122.16,123.15,,,107,0.017000001,,,,,,,105,1380,,22,,,,,,,,,,,,,2470,,,0.014,0,,,,,,,,,,,,,,,,,,37,
VLLD032,123.15,124.15,,,171,0.023,,,,,,,108,1395,,8,,,,,,,,,,,,,2310,,,0.032000002,0.023,,,,,,,,,,,,,,,,,,44,
VLLD032,124.15,125.15,,,38,0.01,,,,,,,104,1950,,33,,,,,,,,,,,,,2060,,,0.032000002,0,,,,,,,,,,,,,,,,,,50,
VLLD032,125.15,126.15,,,0,0.011,,,,,,,98,2060,,69,,,,,,,,,,,,,1820,,,0.044,0.028999999,,,,,,,,,,,,,,,,,,52,
VLLD032,126.15,127.15,,,0,0.004,,,,,,,101,1560,,9,,,,,,,,,,,,,1940,,,0.01,0,,,,,,,,,,,,,,,,,,45,
VLLD032,127.15,128.14999,,,6,0.005,,,,,,,106,1655,,19,,,,,,,,,,,,,1880,,,0.009,0,,,,,,,,,,,,,,,,,,47,
VLLD032,128.14999,129.14999,,,20,0.003,,,,,,,97,1240,,7,,,,,,,,,,,,,2050,,,0.003,0,,,,,,,,,,,,,,,,,,48,
VLLD032,129.5,130.5,,,17,0,,,,,,,1,18,,1,,,,,,,,,,,,,24,,,0.002,0,,,,,,,,,,,,,,,,,,24,
VLLD032,136.8,138.39999,,,16,0.005,,,,,,,97,1315,,7,,,,,,,,,,,,,1960,,,0.008,0.009,,,,,,,,,,,,,,,,,,52,
VLLD032,138.39999,139.45,,,55,0.018999999,,,,,,,102,1130,,2,,,,,,,,,,,,,2260,,,0.002,0.024,,,,,,,,,,,,,,,,,,41,
VLLD032,139.45,140.46001,,,129,0.035999998,,,,,,,110,1170,,1,,,,,,,,,,,,,2050,,,0.004,0.01,,,,,,,,,,,,,,,,,,43,
VLLD032,140.46001,141.67999,,,13,0.006,,,,,,,94,1535,,17,,,,,,,,,,,,,1670,,,0.014,0,,,,,,,,,,,,,,,,,,43,
VLLD032,141.67999,142.14999,,,53,0.022,,,,,,,87,1475,,68,,,,,,,,,,,,,1610,,,0.01,0.01,,,,,,,,,,,,,,,,,,46,
VLLD032,142.14999,142.64999,,,308,0.41299999,,,,,,,102,1545,,51,,,,,,,,,,,,,1970,,,0.02,0,,,,,,,,,,,,,,,,,,57,
VLLD032,142.64999,143.66,,,253,2.3900001,,,,,,,77,1480,,105,,,,,,,,,,,,,1240,,,0.018999999,0.024,,,,,,,,,,,,,,,,,,57,
VLLD032,143.66,144.14999,,,9,0.015,,,,,,,4,22,,21,,,,,,,,,,,,,34,,,0,0.007,,,,,,,,,,,,,,,,,,9,
VLLD032,144.14999,145.35001,,,0,0.004,,,,,,,2,13,,9,,,,,,,,,,,,,22,,,0,0,,,,,,,,,,,,,,,,,,10,
VLLD032,145.35001,146.32001,,,435,0.30700001,,,,,,,57,846,,14,,,,,,,,,,,,,437,,,0.015,0.016000001,,,,,,,,,,,,,,,,,,64,
VLLD032,146.32001,147.28,,,439,0.085000001,,,,,,,75,1085,,29,,,,,,,,,,,,,521,,,0.016000001,0.02,,,,,,,,,,,,,,,,,,76,
VLLD032,147.28,147.8,,,35,0.003,,,,,,,4,112,,9,,,,,,,,,,,,,49,,,0.003,0,,,,,,,,,,,,,,,,,,14,
VLLD032,147.8,148.75,,,368,0.041000001,,,,,,,81,1140,,43,,,,,,,,,,,,,515,,,0.016000001,0,,,,,,,,,,,,,,,,,,77,
VLLD032,148.75,149.7,,,197,0.043000001,,,,,,,63,1050,,114,,,,,,,,,,,,,458,,,0.013,0.014,,,,,,,,,,,,,,,,,,79,
VLLD032,149.7,150,,,12,0.035999998,,,,,,,2,37,,2,,,,,,,,,,,,,20,,,0,0,,,,,,,,,,,,,,,,,,14,
VLLD032,150,151,,,248,0.017999999,,,,,,,63,1000,,42,,,,,,,,,,,,,402,,,0.013,0.018999999,,,,,,,,,,,,,,,,,,65,
VLLD032,151,152,,,329,0.029999999,,,,,,,73,1195,,97,,,,,,,,,,,,,519,,,0.014,0,,,,,,,,,,,,,,,,,,77,
VLLD032,152,153,,,404,0.875,,,,,,,65,1060,,24,,,,,,,,,,,,,448,,,0.014,0.022,,,,,,,,,,,,,,,,,,72,
VLLD032,153,153.74001,,,208,0.025,,,,,,,51,938,,47,,,,,,,,,,,,,418,,,0.009,0,,,,,,,,,,,,,,,,,,71,
VLLD032,153.74001,154.77,,,82,0.034000002,,,,,,,59,1145,,129,,,,,,,,,,,,,349,,,0.012,0.016000001,,,,,,,,,,,,,,,,,,66,
VLLD032,154.77,155.8,,,178,0.041999999,,,,,,,109,1730,,35,,,,,,,,,,,,,585,,,0.012,0.014,,,,,,,,,,,,,,,,,,70,
VLLD032,155.8,156.50999,,,97,0.016000001,,,,,,,82,1485,,23,,,,,,,,,,,,,553,,,0.01,0.011,,,,,,,,,,,,,,,,,,64,
VLLD032,156.50999,157.73,,,39,0.002,,,,,,,12,237,,5,,,,,,,,,,,,,89,,,0.002,0,,,,,,,,,,,,,,,,,,16,
VLLD032,157.73,159,,,0,0.001,,,,,,,1,32,,1,,,,,,,,,,,,,22,,,0,0,,,,,,,,,,,,,,,,,,9,
VLLD032,193.31,194.35001,,,14,0.01,,,,,,,45,67,,84,,,,,,,,,,,,,81,,,0.017000001,0.006,,,,,,,,,,,,,,,,,,103,
VLLD032,194.35001,195.35001,,,21,0.004,,,,,,,45,52,,98,,,,,,,,,,,,,80,,,0.01,0,,,,,,,,,,,,,,,,,,96,
VLLD032,198.2,199.2,,,27,0.006,,,,,,,51,61,,99,,,,,,,,,,,,,78,,,0.01,0,,,,,,,,,,,,,,,,,,105,
VLLD032,199.2,200.2,,,31,0.002,,,,,,,40,44,,99,,,,,,,,,,,,,61,,,0.011,0,,,,,,,,,,,,,,,,,,94,
VLLD032,200.2,201.14,,,26,0.003,,,,,,,38,45,,118,,,,,,,,,,,,,65,,,0.006,0,,,,,,,,,,,,,,,,,,106,
VLLD032,201.14,202,,,59,0.005,,,,,,,46,56,,89,,,,,,,,,,,,,65,,,0.011,0.027000001,,,,,,,,,,,,,,,,,,128,
VLLD032,202,203,,,120,0.004,,,,,,,48,76,,115,,,,,,,,,,,,,71,,,0.011,0.015,,,,,,,,,,,,,,,,,,109,
VLLD032,225.60001,226.60001,,,149,0.045000002,,,,,,,44,95,,69,,,,,,,,,,,,,88,,,0.01,0,,,,,,,,,,,,,,,,,,87,
VLLD032,226.60001,227.60001,,,108,1.0599999,,,,,,,43,128,,101,,,,,,,,,,,,,107,,,0.005,0,,,,,,,,,,,,,,,,,,91,
VLLD032,227.60001,228.5,,,34,0.147,,,,,,,45,93,,92,,,,,,,,,,,,,166,,,0.008,0.033,,,,,,,,,,,,,,,,,,115,
VLLD032,228.5,229.5,,,15,0.009,,,,,,,45,157,,116,,,,,,,,,,,,,99,,,0.007,0.022,,,,,,,,,,,,,,,,,,87,
VLLD032,229.5,230.5,,,36,0.01,,,,,,,53,402,,135,,,,,,,,,,,,,165,,,0.015,0.023,,,,,,,,,,,,,,,,,,84,
VLLD032,230.5,231.10001,,,45,0.003,,,,,,,52,417,,60,,,,,,,,,,,,,182,,,0.004,0,,,,,,,,,,,,,,,,,,81,
VLLD032,247,248,,,838,0.48100001,,,,,,,97,1480,,47,,,,,,,,,,,,,1160,,,0.008,0.021,,,,,,,,,,,,,,,,,,76,
VLLD032,248,249,,,789,0.148,,,,,,,81,1290,,51,,,,,,,,,,,,,990,,,0.01,0,,,,,,,,,,,,,,,,,,69,
VLLD032,249,250,,,952,0.061999999,,,,,,,86,1295,,51,,,,,,,,,,,,,990,,,0.008,0.035,,,,,,,,,,,,,,,,,,72,
VLLD032,250,251,,,822,0.35100001,,,,,,,87,1375,,38,,,,,,,,,,,,,1060,,,0.009,0,,,,,,,,,,,,,,,,,,73,
VLLD032,251,252,,,365,0.026000001,,,,,,,87,1430,,64,,,,,,,,,,,,,1010,,,0.008,0.023,,,,,,,,,,,,,,,,,,70,
VLLD032,252,253,,,381,0.041999999,,,,,,,94,1395,,38,,,,,,,,,,,,,1140,,,0.009,0.006,,,,,,,,,,,,,,,,,,69,
VLLD032,253,254,,,338,0.024,,,,,,,100,1440,,46,,,,,,,,,,,,,1200,,,0.005,0,,,,,,,,,,,,,,,,,,70,
VLLD032,254,255,,,329,0.056000002,,,,,,,88,1330,,29,,,,,,,,,,,,,1050,,,0.007,0.017000001,,,,,,,,,,,,,,,,,,65,
VLLD032,255,255.83,,,407,0.041999999,,,,,,,87,1235,,43,,,,,,,,,,,,,1050,,,0.011,0,,,,,,,,,,,,,,,,,,67,
VLLD032,292.13,293.23999,,,8,0.001,,,,,,,52,456,,74,,,,,,,,,,,,,271,,,0.021,0,,,,,,,,,,,,,,,,,,65,
VLLD032,293.23999,294,,,25,0.001,,,,,,,94,1245,,44,,,,,,,,,,,,,948,,,0.008,0,,,,,,,,,,,,,,,,,,78,
VLLD033,78.550003,78.809998,,,8,0.007,,,,,,,53,563,,68,,,,,,,,,,,,,663,,,0.007,0,,,,,,,,,,,,,,,,,,35,
VLLD033,91.349998,92.349998,,,12,0,,,,,,,90,1705,,52,,,,,,,,,,,,,1190,,,0.005,0,,,,,,,,,,,,,,,,,,61,
VLLD033,92.349998,93.349998,,,9,0,,,,,,,78,1490,,54,,,,,,,,,,,,,900,,,0.012,0.024,,,,,,,,,,,,,,,,,,61,
VLLD033,93.349998,94.349998,,,9,0.005,,,,,,,68,969,,114,,,,,,,,,,,,,491,,,0.014,0.022,,,,,,,,,,,,,,,,,,72,
VLLD033,94.349998,95.349998,,,0,0.001,,,,,,,59,710,,20,,,,,,,,,,,,,392,,,0.012,0,,,,,,,,,,,,,,,,,,66,
VLLD033,95.349998,96.349998,,,8,0.005,,,,,,,64,860,,80,,,,,,,,,,,,,462,,,0.013,0.014,,,,,,,,,,,,,,,,,,65,
VLLD033,96.349998,97.129997,,,18,0,,,,,,,68,909,,30,,,,,,,,,,,,,466,,,0.016000001,0.018999999,,,,,,,,,,,,,,,,,,73,
VLLD033,97.129997,97.699997,,,6,0,,,,,,,89,1135,,102,,,,,,,,,,,,,565,,,0.02,0,,,,,,,,,,,,,,,,,,81,
VLLD033,97.699997,98.709999,,,8,0,,,,,,,66,926,,14,,,,,,,,,,,,,622,,,0.011,0.016000001,,,,,,,,,,,,,,,,,,61,
VLLD033,98.709999,99.519997,,,11,0,,,,,,,73,878,,45,,,,,,,,,,,,,1100,,,0.008,0.017000001,,,,,,,,,,,,,,,,,,44,
VLLD033,99.519997,100,,,7,0.001,,,,,,,89,1170,,41,,,,,,,,,,,,,1690,,,0.002,0,,,,,,,,,,,,,,,,,,44,
VLLD033,100,101,,,10,0.002,,,,,,,102,1310,,50,,,,,,,,,,,,,2110,,,0,0.017000001,,,,,,,,,,,,,,,,,,44,
VLLD033,101,102,,,20,0,,,,,,,91,1020,,75,,,,,,,,,,,,,1810,,,0,0.01,,,,,,,,,,,,,,,,,,41,
VLLD033,102,103,,,291,0.026000001,,,,,,,61,960,,7,,,,,,,,,,,,,915,,,0.007,0.013,,,,,,,,,,,,,,,,,,63,
VLLD033,103,104,,,0,0,,,,,,,51,448,,6,,,,,,,,,,,,,324,,,0.005,0.021,,,,,,,,,,,,,,,,,,71,
VLLD033,104,105,,,0,0,,,,,,,52,510,,2,,,,,,,,,,,,,349,,,0.005,0.009,,,,,,,,,,,,,,,,,,69,
VLLD033,105,106,,,0,0,,,,,,,53,609,,1,,,,,,,,,,,,,383,,,0.006,0.017000001,,,,,,,,,,,,,,,,,,70,
VLLD033,106,107,,,0,0.001,,,,,,,56,708,,19,,,,,,,,,,,,,449,,,0.004,0.006,,,,,,,,,,,,,,,,,,71,
VLLD033,107,107.5,,,0,0.001,,,,,,,53,645,,13,,,,,,,,,,,,,427,,,0.006,0.007,,,,,,,,,,,,,,,,,,71,
VLLD033,107.5,108.81,,,0,0,,,,,,,76,1050,,28,,,,,,,,,,,,,601,,,0.006,0.025,,,,,,,,,,,,,,,,,,95,
VLLD033,108.81,110,,,104,0.012,,,,,,,72,910,,34,,,,,,,,,,,,,1330,,,0.002,0.037,,,,,,,,,,,,,,,,,,50,
VLLD033,110,111,,,48,0.012,,,,,,,97,1490,,72,,,,,,,,,,,,,1900,,,0.012,0.016000001,,,,,,,,,,,,,,,,,,47,
VLLD033,111,112,,,43,0.011,,,,,,,103,1550,,57,,,,,,,,,,,,,2050,,,0.012,0.017000001,,,,,,,,,,,,,,,,,,46,
VLLD033,112,113,,,33,0.002,,,,,,,104,1260,,9,,,,,,,,,,,,,2190,,,0,0.015,,,,,,,,,,,,,,,,,,45,
VLLD033,113,114,,,18,0.002,,,,,,,102,1280,,8,,,,,,,,,,,,,2180,,,0.005,0.009,,,,,,,,,,,,,,,,,,41,
VLLD033,114,115,,,7,0.001,,,,,,,99,1480,,6,,,,,,,,,,,,,2190,,,0.002,0.026000001,,,,,,,,,,,,,,,,,,45,
VLLD033,115,116.21,,,13,0.002,,,,,,,97,1240,,6,,,,,,,,,,,,,2200,,,0.003,0.01,,,,,,,,,,,,,,,,,,43,
VLLD033,116.21,117.21,,,36,0.012,,,,,,,3,15,,7,,,,,,,,,,,,,108,,,0,0.014,,,,,,,,,,,,,,,,,,16,
VLLD033,131.7,132.7,,,125,0.017999999,,,,,,,3,30,,31,,,,,,,,,,,,,47,,,0,0,,,,,,,,,,,,,,,,,,48,
VLLD033,132.7,134.10001,,,31,0.005,,,,,,,90,1620,,23,,,,,,,,,,,,,1840,,,0.008,0.022,,,,,,,,,,,,,,,,,,72,
VLLD033,134.10001,135.10001,,,39,0.027000001,,,,,,,98,1400,,115,,,,,,,,,,,,,1740,,,0.025,0.028999999,,,,,,,,,,,,,,,,,,62,
VLLD033,135.10001,136,,,42,0.013,,,,,,,75,919,,91,,,,,,,,,,,,,806,,,0.050000001,0.024,,,,,,,,,,,,,,,,,,72,
VLLD033,136,137,,,11,0.008,,,,,,,61,938,,46,,,,,,,,,,,,,478,,,0.012,0.013,,,,,,,,,,,,,,,,,,65,
VLLD033,137,138,,,12,0,,,,,,,56,755,,45,,,,,,,,,,,,,330,,,0.008,0.016000001,,,,,,,,,,,,,,,,,,54,
VLLD033,138,139.14999,,,14,0,,,,,,,60,863,,42,,,,,,,,,,,,,434,,,0.011,0.016000001,,,,,,,,,,,,,,,,,,72,
VLLD033,139.14999,139.39999,,,8,0,,,,,,,2,42,,5,,,,,,,,,,,,,19,,,0,0.01,,,,,,,,,,,,,,,,,,19,
VLLD033,139.39999,139.95,,,7,0,,,,,,,24,382,,99,,,,,,,,,,,,,137,,,0.001,0,,,,,,,,,,,,,,,,,,88,
VLLD033,139.95,141.28,,,19,0.002,,,,,,,3,42,,1,,,,,,,,,,,,,26,,,0,0.008,,,,,,,,,,,,,,,,,,23,
VLLD033,141.28,142.25,,,79,0.017999999,,,,,,,76,1270,,27,,,,,,,,,,,,,640,,,0.009,0.029999999,,,,,,,,,,,,,,,,,,98,
VLLD033,142.25,143.22,,,62,0.009,,,,,,,72,1350,,63,,,,,,,,,,,,,699,,,0.012,0.022,,,,,,,,,,,,,,,,,,70,
VLLD033,143.22,144.17999,,,159,0.015,,,,,,,72,1520,,91,,,,,,,,,,,,,764,,,0.009,0.021,,,,,,,,,,,,,,,,,,72,
VLLD033,144.17999,146.02,,,23,0.021,,,,,,,2,59,,7,,,,,,,,,,,,,24,,,0,0,,,,,,,,,,,,,,,,,,15,
VLLD033,153.14999,154,,,37,0.001,,,,,,,60,701,,63,,,,,,,,,,,,,364,,,0.005,0,,,,,,,,,,,,,,,,,,89,
VLLD033,154,155,,,16,0.006,,,,,,,57,606,,89,,,,,,,,,,,,,283,,,0.005,0.007,,,,,,,,,,,,,,,,,,93,
VLLD033,155,156,,,17,0.002,,,,,,,48,478,,67,,,,,,,,,,,,,216,,,0.004,0.01,,,,,,,,,,,,,,,,,,90,
VLLD033,156,157,,,9,0.006,,,,,,,51,48,,100,,,,,,,,,,,,,86,,,0.004,0,,,,,,,,,,,,,,,,,,90,
VLLD033,157,157.87,,,0,0.003,,,,,,,39,50,,111,,,,,,,,,,,,,58,,,0.004,0.005,,,,,,,,,,,,,,,,,,77,
VLLD033,157.87,158.5,,,29,0.32699999,,,,,,,13,5,,411,,,,,,,,,,,,,52,,,0,0,,,,,,,,,,,,,,,,,,165,
VLLD033,158.5,159.5,,,8,0.009,,,,,,,23,14,,183,,,,,,,,,,,,,71,,,0.003,0,,,,,,,,,,,,,,,,,,104,
VLLD033,159.5,160.17999,,,24,0.125,,,,,,,19,11,,34,,,,,,,,,,,,,122,,,0,0,,,,,,,,,,,,,,,,,,43,
VLLD033,160.17999,161.14,,,7,0.034000002,,,,,,,44,43,,140,,,,,,,,,,,,,112,,,0.002,0.014,,,,,,,,,,,,,,,,,,81,
VLLD033,161.14,162.11,,,6,0.013,,,,,,,42,48,,116,,,,,,,,,,,,,65,,,0.002,0.016000001,,,,,,,,,,,,,,,,,,76,
VLLD033,162.11,163,,,0,0.008,,,,,,,44,50,,104,,,,,,,,,,,,,71,,,0.006,0,,,,,,,,,,,,,,,,,,81,
VLLD033,163,164,,,9,0.011,,,,,,,43,47,,110,,,,,,,,,,,,,66,,,0.009,0.02,,,,,,,,,,,,,,,,,,76,
VLLD033,164,165,,,0,0.01,,,,,,,42,53,,105,,,,,,,,,,,,,65,,,0.005,0.021,,,,,,,,,,,,,,,,,,76,
VLLD033,165,166,,,7,0.011,,,,,,,45,56,,107,,,,,,,,,,,,,72,,,0.008,0.021,,,,,,,,,,,,,,,,,,76,
VLLD033,166,167,,,11,0.007,,,,,,,41,58,,123,,,,,,,,,,,,,69,,,0.007,0.017000001,,,,,,,,,,,,,,,,,,88,
VLLD033,167,168,,,0,0.011,,,,,,,41,52,,95,,,,,,,,,,,,,68,,,0.005,0.015,,,,,,,,,,,,,,,,,,75,
VLLD033,178.60001,179.60001,,,18,0.021,,,,,,,42,79,,108,,,,,,,,,,,,,73,,,0.023,0.037,,,,,,,,,,,,,,,,,,74,
VLLD033,179.60001,180.62,,,7,0.017000001,,,,,,,42,88,,61,,,,,,,,,,,,,72,,,0.029999999,0.048,,,,,,,,,,,,,,,,,,75,
VLLD033,180.62,181.53999,,,0,0.012,,,,,,,43,100,,97,,,,,,,,,,,,,75,,,0.028999999,0.034000002,,,,,,,,,,,,,,,,,,73,
VLLD033,190,191,,,14,0.006,,,,,,,45,94,,43,,,,,,,,,,,,,70,,,0.021,0.011,,,,,,,,,,,,,,,,,,84,
VLLD033,191,192,,,24,0.005,,,,,,,46,78,,106,,,,,,,,,,,,,65,,,0.021,0.016000001,,,,,,,,,,,,,,,,,,82,
VLLD033,192,193,,,16,0.008,,,,,,,39,63,,80,,,,,,,,,,,,,65,,,0.014,0.017999999,,,,,,,,,,,,,,,,,,95,
VLLD033,193,194,,,46,0.006,,,,,,,47,68,,92,,,,,,,,,,,,,69,,,0.017000001,0.035,,,,,,,,,,,,,,,,,,107,
VLLD033,194,195,,,49,0.017000001,,,,,,,40,56,,110,,,,,,,,,,,,,56,,,0.017000001,0.02,,,,,,,,,,,,,,,,,,84,
VLLD033,195,195.72,,,12,0.012,,,,,,,46,64,,59,,,,,,,,,,,,,63,,,0.015,0.012,,,,,,,,,,,,,,,,,,98,
VLLD033,195.72,196.69,,,6,0.022,,,,,,,46,73,,105,,,,,,,,,,,,,67,,,0.015,0.016000001,,,,,,,,,,,,,,,,,,90,
VLLD033,196.69,198,,,7,0.01,,,,,,,38,82,,31,,,,,,,,,,,,,67,,,0.015,0.016000001,,,,,,,,,,,,,,,,,,82,
VLLD033,198,199.19,,,9,0.003,,,,,,,42,61,,29,,,,,,,,,,,,,59,,,0.018999999,0.012,,,,,,,,,,,,,,,,,,83,
VLLD033,199.19,200.2,,,14,0.006,,,,,,,44,63,,89,,,,,,,,,,,,,60,,,0.015,0.007,,,,,,,,,,,,,,,,,,92,
VLLD033,200.2,201.2,,,28,0.01,,,,,,,46,87,,72,,,,,,,,,,,,,74,,,0.008,0.018999999,,,,,,,,,,,,,,,,,,96,
VLLD033,201.2,202.2,,,14,0.001,,,,,,,45,71,,115,,,,,,,,,,,,,89,,,0.007,0,,,,,,,,,,,,,,,,,,81,
VLLD033,202.2,203.2,,,18,0.002,,,,,,,41,64,,86,,,,,,,,,,,,,54,,,0.005,0.007,,,,,,,,,,,,,,,,,,83,
VLLD033,203.2,204.2,,,125,0.002,,,,,,,48,143,,93,,,,,,,,,,,,,118,,,0.007,0,,,,,,,,,,,,,,,,,,94,
VLLD033,204.2,205.2,,,41,0.002,,,,,,,40,81,,70,,,,,,,,,,,,,69,,,0.007,0,,,,,,,,,,,,,,,,,,86,
VLLD033,205.2,206.2,,,26,0.013,,,,,,,41,74,,86,,,,,,,,,,,,,63,,,0.008,0,,,,,,,,,,,,,,,,,,87,
VLLD033,206.2,207.2,,,163,0,,,,,,,48,137,,75,,,,,,,,,,,,,147,,,0.004,0.014,,,,,,,,,,,,,,,,,,83,
VLLD033,207.2,208.2,,,71,0,,,,,,,44,226,,132,,,,,,,,,,,,,155,,,0.01,0.01,,,,,,,,,,,,,,,,,,100,
VLLD033,208.2,209.2,,,61,0,,,,,,,57,296,,150,,,,,,,,,,,,,219,,,0.013,0.008,,,,,,,,,,,,,,,,,,107,
VLLD033,209.2,210.2,,,209,0.022,,,,,,,55,401,,95,,,,,,,,,,,,,288,,,0.007,0,,,,,,,,,,,,,,,,,,89,
VLLD033,210.2,211,,,28,0,,,,,,,2,35,,10,,,,,,,,,,,,,20,,,0,0,,,,,,,,,,,,,,,,,,27,
VLLD033,243.5,244.5,,,978,0.106,,,,,,,97,1340,,74,,,,,,,,,,,,,1130,,,0.006,0,,,,,,,,,,,,,,,,,,82,
VLLD033,244.5,245.5,,,788,0.089000002,,,,,,,83,1530,,48,,,,,,,,,,,,,936,,,0.007,0.007,,,,,,,,,,,,,,,,,,75,
VLLD033,245.5,246.5,,,931,0.17299999,,,,,,,86,1520,,45,,,,,,,,,,,,,1030,,,0.011,0,,,,,,,,,,,,,,,,,,78,
VLLD033,246.5,247.5,,,1470,0.037999999,,,,,,,99,1480,,70,,,,,,,,,,,,,1060,,,0.007,0,,,,,,,,,,,,,,,,,,74,
VLLD033,247.5,248.5,,,1120,0.027000001,,,,,,,92,1610,,63,,,,,,,,,,,,,1100,,,0.007,0,,,,,,,,,,,,,,,,,,80,
VLLD033,248.5,249.5,,,1110,0.037999999,,,,,,,81,1340,,56,,,,,,,,,,,,,942,,,0.007,0,,,,,,,,,,,,,,,,,,76,
VLLD033,249.5,250.5,,,1360,0.079000004,,,,,,,87,1290,,48,,,,,,,,,,,,,969,,,0.006,0,,,,,,,,,,,,,,,,,,77,
VLLD033,250.5,251.5,,,1720,0.27000001,,,,,,,92,1400,,37,,,,,,,,,,,,,1030,,,0.009,0,,,,,,,,,,,,,,,,,,80,
VLLD033,251.5,252.5,,,1670,0.059,,,,,,,89,1420,,44,,,,,,,,,,,,,1020,,,0.006,0,,,,,,,,,,,,,,,,,,82,
VLLD033,252.5,253.5,,,1080,0.65799999,,,,,,,89,1490,,39,,,,,,,,,,,,,1040,,,0.006,0,,,,,,,,,,,,,,,,,,80,
VLLD033,253.5,254.5,,,2390,0.041999999,,,,,,,85,1370,,77,,,,,,,,,,,,,889,,,0.007,0,,,,,,,,,,,,,,,,,,73,
VLLD033,254.5,255.67,,,719,0.028999999,,,,,,,96,1480,,112,,,,,,,,,,,,,1010,,,0.006,0,,,,,,,,,,,,,,,,,,77,
VLLD033,255.67,256.60001,,,284,0.02,,,,,,,111,1750,,117,,,,,,,,,,,,,1390,,,0.004,0,,,,,,,,,,,,,,,,,,81,
VLLD033,270,271,,,220,0.017999999,,,,,,,95,1780,,22,,,,,,,,,,,,,1340,,,0.007,0,,,,,,,,,,,,,,,,,,66,
VLLD033,296.54001,297.48001,,,11,0.035999998,,,,,,,79,1190,,75,,,,,,,,,,,,,701,,,0.012,0.007,,,,,,,,,,,,,,,,,,94,
VLLP018,120.2,121,,,572,0.212,,,,,,,77,1255,,59,,,,,,,,,,,,,1000,,,0.006,0.017999999,,,,,,,,,,,,,,,,,,64,
VLLP018,121,122,,,746,0.077,,,,,,,78,1315,,48,,,,,,,,,,,,,1010,,,0.002,0.022,,,,,,,,,,,,,,,,,,64,
VLLP018,122,123,,,839,0.052000001,,,,,,,84,1420,,50,,,,,,,,,,,,,1110,,,0.02,0.015,,,,,,,,,,,,,,,,,,68,
VLLP018,123,124,,,412,0.028000001,,,,,,,78,1230,,53,,,,,,,,,,,,,962,,,0.017000001,0,,,,,,,,,,,,,,,,,,60,
VLLP018,124,125.8,,,609,0.106,,,,,,,74,1215,,30,,,,,,,,,,,,,947,,,0.012,0.017999999,,,,,,,,,,,,,,,,,,56,
VLLP018,144,145,,,9,0.014,,,,,,,95,1670,,75,,,,,,,,,,,,,1160,,,0.011,0.013,,,,,,,,,,,,,,,,,,76,
VLLP018,145,146,,,6,0.007,,,,,,,77,1150,,78,,,,,,,,,,,,,901,,,0.007,0.01,,,,,,,,,,,,,,,,,,60,
VLLP018,146,146.94,,,230,0.037,,,,,,,69,1230,,133,,,,,,,,,,,,,761,,,0.012,0.018999999,,,,,,,,,,,,,,,,,,86,
VLLP018,146.94,147.55,,,117,0.02,,,,,,,84,1415,,72,,,,,,,,,,,,,1000,,,0.007,0.017000001,,,,,,,,,,,,,,,,,,67,
VLLP018,147.55,147.78,,,131,0,,,,,,,80,1335,,57,,,,,,,,,,,,,924,,,0.01,0.013,,,,,,,,,,,,,,,,,,68,
VLLP018,147.78,148.89999,,,20,0.004,,,,,,,6,97,,8,,,,,,,,,,,,,60,,,0,0.007,,,,,,,,,,,,,,,,,,27,
VLLP018,148.89999,149.53999,,,124,0.002,,,,,,,70,1350,,44,,,,,,,,,,,,,810,,,0.007,0.018999999,,,,,,,,,,,,,,,,,,64,
VLLP018,149.53999,150.35001,,,25,0.004,,,,,,,82,1280,,60,,,,,,,,,,,,,902,,,0.009,0.016000001,,,,,,,,,,,,,,,,,,70,
VLLP018,150.35001,151,,,46,0,,,,,,,69,1250,,57,,,,,,,,,,,,,794,,,0.01,0.013,,,,,,,,,,,,,,,,,,62,
VLLP018,151,152,,,37,0,,,,,,,73,1185,,45,,,,,,,,,,,,,813,,,0.007,0.026000001,,,,,,,,,,,,,,,,,,61,
VLLP018,152,153,,,38,0.001,,,,,,,76,1290,,53,,,,,,,,,,,,,877,,,0.009,0.008,,,,,,,,,,,,,,,,,,65,
VLLP018,153,154,,,35,0.001,,,,,,,75,1230,,55,,,,,,,,,,,,,847,,,0.01,0.013,,,,,,,,,,,,,,,,,,64,
